dependency,frequency,norm,samples
( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ) ( NN cc CC ) ( NN conj NN ),2.0,0.000751879699248,"Questioning someone's source or the facts

Evaluating the subject's manner and appearance
"
( NNP cc CC ) ( NNP conj NN ) ( NN amod JJ ) ( NN compound NN ),2.0,0.000751879699248,"Bulky or dull clothing choices

Direct or intense eye contact
"
( NNP dep VBG ) ( VBG nmod NN ) ( NN case IN ),2.0,0.000751879699248,"Heat rising behind the eyelids

Color draining from the face
"
( NN appos NNP ),2.0,0.000751879699248,"Fidgeting, squirming

Wiggling, squirming
"
( VBG dobj NN ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ),2.0,0.000751879699248,"Using um and uh hesitations

Ignoring phone calls or visitors
"
( VBG dobj NN ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( NN amod JJR ),2.0,0.000751879699248,"Asking questions to gain more insight

Asking questions to elicit more information
"
( JJ appos NN ) ( NN amod JJ ) ( NN compound NN ),2.0,0.000751879699248,"A hard, distinctive jaw line

A sharp, defined jaw line
"
( NN amod JJ ) ( NN nmod NN ) ( NN case IN ) ( NN amod JJ ),2.0,0.000751879699248,"A heightened need for personal distance

A dry throat from rushed breathing
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case TO ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.000751879699248,"Pressing hands to one's temples

Clutching arms to one's chest
"
( VBG advcl VBZ ) ( VBZ mark IN ) ( VBZ nsubj NN ),2.0,0.000751879699248,"Nodding while the subject speaks

Smirking as the subject speaks
"
( NN amod JJ ) ( NN nmod NN ) ( NN case TO ),2.0,0.000751879699248,"An ugly twist to the mouth

A grim twist to the mouth
"
( VB ccomp VB ) ( VB cc CC ) ( VB conj VB ),2.0,0.000751879699248,"Lips that flatten or curl

Feet that bounce or tap
"
( VBG dobj NN ) ( NN appos NN ) ( NN neg RB ),2.0,0.000751879699248,"Choosing the middle, not the sides

Verbalizing the pros, not the cons
"
( VBG dobj NN ) ( NN amod JJ ) ( NN nmod NN ) ( NN case IN ),2.0,0.000751879699248,"Initiating random acts of kindness

Unbuttoning the top button of a shirt
"
( NN dep NN ) ( NN compound NN ),2.0,0.000751879699248,"Eyes that blink infrequently

Firm eye contact
"
( NN amod JJ ) ( NN dep NN ),2.0,0.000751879699248,"a throbbing forehead vein

Giving someone the thumbs-up
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG advcl VB ) ( VB mark TO ) ( VB dobj NN ) ( VB nmod PRP ) ( PRP case TO ),2.0,0.000751879699248,"Using exaggerated movements to draw attention to oneself

Using boisterous movements to draw attention to oneself
"
( NN acl VB ) ( VB mark TO ) ( VB compound:prt RP ),2.0,0.000751879699248,"A need to sit down

A tendency to look down
"
( VB dobj NN ) ( NN cc CC ) ( NN conj NN ),2.0,0.000751879699248,"Limp hands and arms

Decreased coordination and clumsiness
"
( NN dep VBG ) ( VBG compound:prt RP ) ( VBG nmod PRP ) ( PRP case IN ),2.0,0.000751879699248,"Body collapsing in on itself

The body crumpling in on itself
"
( VBN nsubj NN ) ( VBN xcomp JJ ),2.0,0.000751879699248,"Pupils appear dilated

Eyes appear red
"
( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( NN amod JJ ),2.0,0.000751879699248,"Whispering in hushed, excitable tones

Speaking in a soothing, placating voice
"
( NNP appos NN ) ( NN amod JJ ) ( NN compound NN ),2.0,0.000751879699248,"Direct, probing eye contact

Drab, colorless clothing choices
"
( VBG dobj NN ) ( VBG advcl VBG ) ( VBG mark IN ) ( VBG dobj NN ),2.0,0.000751879699248,"Cocking the head while raising the eyebrows

Touching a temple while closing the eyes
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),2.0,0.000751879699248,"Guarding one's personal space

Destroying one's own possessions
"
( VBG advmod RBR ),2.0,0.000751879699248,"Moving closer

Moving closer, into another's personal space
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),2.0,0.000751879699248,"Touching or stroking one's own throat

Petting or stroking one's own hair 
"
( VB xcomp VBG ) ( VBG cc CC ) ( VBG conj VBG ),2.0,0.000751879699248,"Uncontrollable shuddering or shivering

Playful shoving and grabbing
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ) ( VBG nmod NN ) ( NN case IN ),2.0,0.000751879699248,"Rubbing one's upper arms for comfort

Increasing one's personal distance from others
"
( NN amod JJ ) ( NN appos NNP ),2.0,0.000751879699248,"Jerky movements, squirming

Throat clearing, swallowing
"
( NN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),2.0,0.000751879699248,"Fighting with no thought for one's own safety

Loss of interest in one's personal appearance
"
( VBG advmod RB ) ( VBG dobj NN ) ( NN amod JJ ),2.0,0.000751879699248,"Gently touching memorable items

Mentally replaying past events
"
( VBG xcomp VB ) ( VB mark TO ) ( VB cc CC ) ( VB conj VB ),2.0,0.000751879699248,"Refusing to respond or engage

Trying to reason or explain
"
( JJ dep JJ ) ( JJ conj JJ ) ( JJ cc CC ) ( JJ conj NN ) ( NN amod JJ ),2.0,0.000751879699248,"A shy, confident, radiant, or cocky smile

A shaky, soft, halting, or disbelieving voice
"
( NN nmod:poss NNP ) ( NNP compound NNP ) ( NNP case POS ),2.0,0.000751879699248,"A bobbing Adam's apple

A bobbing Adam's apple
"
( VB dobj NN ) ( NN amod JJ ) ( JJ conj JJ ) ( JJ cc CC ) ( JJ conj JJ ),2.0,0.000751879699248,"Finger twitches, compulsive and repetitive movements

Sedate mannerisms, minimal or economical movement
"
( VBG dobj NN ) ( NN cc RB ) ( RB dep IN ) ( NN conj JJ ),2.0,0.000751879699248,"Holding the stomach as if pained

Rubbing the chest as if pained
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),2.0,0.000751879699248,"Licking or sucking on the bottom lip

Pinching or tugging on the bottom lip
"
( VBG advmod RP ),2.0,0.000751879699248,"Tingling all over

Shaking all over
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG dobj PRP ),1.0,0.000375939849624,"Cocking one's head and then shaking it
"
( NNP appos NN ),1.0,0.000375939849624,"Anger, bitterness
"
( VBG nmod NN ) ( NN case IN ) ( VBG advcl VBZ ) ( VBZ mark RB ) ( RB mwe IN ) ( VBZ nsubj PRP ),1.0,0.000375939849624,"Plucking at clothing as if it chafes
"
( VB dep VBN ) ( VBN nmod NN ) ( NN case IN ) ( NN amod JJ ) ( JJ advmod RB ),1.0,0.000375939849624,"Head tilted while mentally weighing evidence
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ) ( NN dep VBZ ),1.0,0.000375939849624,"Taking a step toward the person or object one wants
"
( NN cc CC ) ( NN conj NN ) ( NN acl VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Feet and torso facing the advantage
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN compound NN ) ( VBG advcl VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Pulling out a cell phone to record the event
"
( VBZ advmod RB ) ( VBZ nsubj NN ),1.0,0.000375939849624,"Unconsciously parting the lips
"
( NN amod NN ) ( NN dep JJ ) ( NN cc RB ) ( RB dep IN ) ( NN conj NN ) ( NN dep JJ ),1.0,0.000375939849624,"A tight mouth, as if tasting something bad
"
( VBG dobj NN ) ( NN amod VBG ) ( NN cc CC ) ( NN conj NN ) ( NN amod VBG ),1.0,0.000375939849624,"Making a tsking noise or murmuring regret
"
( VBG dobj NN ) ( NN amod JJ ) ( NN nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ) ( VBG dobj NN ),1.0,0.000375939849624,"Accusing innocent people of planning or carrying out mischief
"
( NN compound NN ) ( NN dep VBG ) ( VBG compound:prt RP ),1.0,0.000375939849624,"Body temperature jumping up
"
( VBG advmod RB ) ( VBG nmod PRP ) ( PRP case TO ),1.0,0.000375939849624,"Muttering tearfully to oneself
"
( NNP dep VBG ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Chin lowering and pulling back against the neck
"
( VBG nmod NN ) ( NN case TO ) ( NN nmod VBG ) ( VBG case IN ),1.0,0.000375939849624,"Nodding to others in greeting
"
( VB compound:prt RP ) ( VB nmod NN ) ( NN case IN ) ( VB dobj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Leaning back in a chair, hands behind the head
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG cc CC ) ( VBG conj JJ ),1.0,0.000375939849624,"Clutching at one's arms or stomach
"
( JJ cop VBG ) ( JJ dep VB ) ( VB mark TO ),1.0,0.000375939849624,"Being the first to speak
"
( NN amod JJ ) ( NN nmod NN ) ( NN case IN ) ( NN compound NN ),1.0,0.000375939849624,"A heightened level of pain resistance
"
( VBZ nsubj NN ) ( NN amod JJ ) ( NN acl:relcl VBZ ) ( VBZ dobj NN ) ( NN appos NN ) ( NN amod JJ ) ( VBZ dobj NN ) ( VBZ compound:prt RP ),1.0,0.000375939849624,"A bleak mood that affects others, lessens energy, brings people down
"
( VBG advcl VBN ) ( VBN mark IN ) ( VBN nsubj NN ),1.0,0.000375939849624,"standing while others sit
"
( VBN advmod RB ) ( VBN xcomp VBG ) ( VBG dobj NN ) ( NN compound NN ),1.0,0.000375939849624,"Flaccid yet unwelcoming body language
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( VBG advcl VB ) ( VB mark TO ) ( VB dobj NN ) ( VB cc CC ) ( VB conj VB ) ( VB dobj NN ),1.0,0.000375939849624,"Feigning interest in other things to buy time and regain control
"
( NN dep NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN amod JJ ) ( NN case POS ) ( NN compound NN ),1.0,0.000375939849624,"An expression that crumples at other peoples' affection displays
"
( VB xcomp VBG ) ( VBG advmod RB ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Hands repeatedly rising to touch one's face
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Surveying the finished product with a pleased expression
"
( VB xcomp VBG ) ( VBG advcl VBG ) ( VBG mark IN ),1.0,0.000375939849624,"Spittle flying while yelling
"
( VB nsubj NN ) ( VB advmod RB ) ( VB nmod NN ) ( NN case IN ) ( VB cc CC ) ( VB conj VBN ) ( VBN compound:prt RP ),1.0,0.000375939849624,"Hands clasped loosely behind the back and gaze down
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VBG ) ( VBG mark IN ) ( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Reaching or touching in hopes of gaining help or favor
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod PRP ) ( PRP case IN ),1.0,0.000375939849624,"Agreeing for the sake of it
"
( NNP dep VBG ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,"Rapid swallowing and nodding
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VBG ) ( VBG mark IN ),1.0,0.000375939849624,"smelling something new for the sake of knowing
"
( VBG nmod NN ) ( NN case IN ) ( NN appos NN ) ( VBG xcomp VB ) ( VB mark TO ),1.0,0.000375939849624,"Falling against someone, shoulder to shoulder
"
( VB xcomp VBG ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Hands falling to the sides
"
( VBG advmod RB ) ( VBG nmod JJ ) ( JJ case IN ),1.0,0.000375939849624,"Standing solidly, at the ready
"
( NN amod JJ ) ( NN nmod NN ) ( NN case IN ) ( NN appos NN ),1.0,0.000375939849624,"A quick exhale through the nose, a snort
"
( VBG nmod NN ) ( NN case TO ) ( NN nmod NN ) ( NN case IN ) ( NN amod JJ ) ( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Talking to friends about the special person, asking for advice
"
( VBG advmod RB ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Lightly rapping one's fingers on a leg or other surface
"
( VBG compound:prt RP ) ( VBG ccomp VBN ) ( VBN nsubjpass WP ) ( VBN auxpass VB ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Repeating back what was said as a question
"
( JJ dep RP ) ( JJ cc CC ) ( JJ conj VBG ) ( VBG nmod NNP ) ( NNP case IN ),1.0,0.000375939849624,"Raising up or bouncing on tiptoe
"
( NN amod JJ ) ( NN dep VBG ) ( VBG mark IN ) ( VBG ccomp VBG ) ( VBG dep VBG ),1.0,0.000375939849624,"A sore throat from pleading, crying, begging
"
( VB ccomp VBZ ) ( VBZ mark IN ) ( VBZ compound:prt RP ) ( VBZ advcl RB ) ( RB case IN ) ( RB advcl JJ ) ( JJ case IN ),1.0,0.000375939849624,"Laughter that goes on for longer than normal
"
( VB dobj NN ) ( VB advcl VBG ) ( VBG mark IN ) ( VBG compound:prt RP ) ( VBG dobj NN ) ( NN case POS ),1.0,0.000375939849624,"Adrenaline rush at taking away another's power
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( VBG advcl NN ) ( NN mark RB ) ( RB mwe IN ) ( NN cop VBZ ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Pulling or plucking at clothing as if that is the source of discomfort
"
( VBZ nsubj NN ) ( NN amod VBG ),1.0,0.000375939849624,"Hands gripping elbows
"
( NNP nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Holding in a breath
"
( NN amod JJ ) ( NN compound NN ) ( NN compound NN ),1.0,0.000375939849624,"Tactfully offering alternative suggestions
"
( VBG dobj NN ) ( VBG advcl VB ) ( VB mark IN ) ( VB mark IN ) ( VB mark TO ) ( VB compound:prt RP ) ( VB dobj NN ),1.0,0.000375939849624,"Rubbing the brow as if to ward off a headache
"
( VBG compound:prt RP ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Turning away and bursting out in laughter
"
( NN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A feeling of expansion in the chest
"
( VB xcomp NN ),1.0,0.000375939849624,"Eyes that glow
"
( NN dep NN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Eyes that dance, sparkle, or shine
"
( NN nmod NN ) ( NN case IN ) ( NN acl VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Spots of color entering the cheeks
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ) ( NN appos JJ ),1.0,0.000375939849624,"Bringing a box of tissue or a cup of tea, unasked
"
( JJ nmod NN ) ( NN case IN ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ) ( JJ dep VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Dependency on caffeinated beverages or drugs to stay alert
"
( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Pain in the jaw
"
( VBG ccomp NN ) ( NN cop VBZ ) ( NN amod JJ ) ( NN acl VB ) ( VB mark TO ),1.0,0.000375939849624,"Entering another's personal space to intimidate
"
( VBG aux VBZ ) ( VBG nsubj NN ) ( NN cc CC ) ( NN conj NN ) ( NN advmod RB ) ( NN nmod NN ) ( NN case IN ) ( NN acl VBN ) ( VBN mark IN ) ( VBN auxpass VBG ),1.0,0.000375939849624,"Sabotaging another's projects or actions out of a sense of being wronged
"
( VBG compound:prt RP ) ( VBG advcl VBG ) ( VBG advmod WRB ),1.0,0.000375939849624,"Trailing off when speaking
"
( VBN nsubj NN ) ( VBN advmod RB ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A hand casually anchored on the hip
"
( NN advmod RB ) ( RB nmod:npmod NN ) ( NN advmod RB ) ( NN case IN ),1.0,0.000375939849624,"Hands up, palms toward the aggressor
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,"Weaving hands into the hair and pulling
"
( VB dobj NN ) ( VB advcl VB ) ( VB mark TO ) ( VB dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Offering commitment, to show one's ability to meet expectations
"
( VBN ccomp VBG ) ( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ),1.0,0.000375939849624,"Face going slack and paling slightly
"
( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG dobj NN ),1.0,0.000375939849624,"Going on the offensive and verbally attacking the accuser
"
( VB advcl VBG ) ( VBG dobj NN ) ( VB nsubj NN ) ( NN amod JJ ) ( VB xcomp VB ) ( VB mark TO ),1.0,0.000375939849624,"Uttering dark, hurtful words meant to provoke
"
( VBG dobj PRP ) ( VBG compound:prt RP ),1.0,0.000375939849624,"Putting oneself down
"
( NN acl:relcl VBZ ) ( VBZ dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"A grin that conveys secret knowledge
"
( VBG xcomp JJ ) ( JJ advmod RB ) ( JJ neg RB ),1.0,0.000375939849624,"Smiling politely, not genuinely
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( NN acl VBN ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Refusing food or drinks prepared by others
"
( JJ amod JJ ),1.0,0.000375939849624,"Stumbling, staggering
"
( VBN auxpass VBG ) ( VBN advmod RB ) ( VBN nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Being easily distracted by other thing
"
( VB nsubj NN ) ( VB nmod JJS ) ( JJS case TO ) ( JJS nmod:poss PRP$ ) ( VB nmod NN ) ( NN case IN ) ( NN amod JJ ) ( JJ amod JJ ),1.0,0.000375939849624,"Lungs expanded to their fullest through deep, satisfied breaths
"
( VBG dobj NN ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Touching a cross or fingering jewelry for comfort
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Stroking one's own neck or arm as a surrogate
"
( NN dep VBZ ) ( VBZ mark IN ) ( VBZ nsubj NNP ) ( VBZ cc CC ) ( VBZ conj VBZ ),1.0,0.000375939849624,"A grip that unintentionally crushes or breaks
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VBN ),1.0,0.000375939849624,"Patting pockets or digging in a purse, looking for something lost
"
( VBN dep NN ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A voice choked with tears
"
( NN amod JJ ) ( NN nmod NN ) ( NN case IN ) ( NN acl VBG ) ( VBG mark IN ) ( VBG dobj NN ),1.0,0.000375939849624,"A playful swat at a friend for causing the surprise
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN amod JJ ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,"Blowing out a long breath and smiling
"
( NN appos NN ) ( NN dep JJ ),1.0,0.000375939849624,"Grimacing, sneering, frowning
"
( VB advmod RB ) ( VB xcomp VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Leaning back, creating space
"
( VB xcomp VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Teeth biting down on the bottom lip
"
( NN acl VB ) ( VB mark TO ) ( VB compound:prt RP ) ( VB cc CC ) ( VB conj VB ),1.0,0.000375939849624,"A need to sit down and reflect
"
( NN cc CC ) ( NN conj NN ) ( NN dep VBN ) ( VBN aux MD ) ( VBN neg RB ) ( VBN auxpass VB ),1.0,0.000375939849624,"A smile or grin that cannot be contained
"
( VB xcomp VBG ) ( VBG nmod NN ) ( NN case TO ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Hands dropping to one's sides
"
( VB nsubj NN ) ( NN compound NNP ) ( NN appos NN ) ( NN advmod RB ) ( VB advmod NN ),1.0,0.000375939849624,"Perfect posture, shoulders back, exposed neck
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN case IN ) ( VBG dep VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Grabbing one's hair in clumps, looking up at the sky
"
( VBG dep VBN ) ( VBN nmod NN ) ( NN case IN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Feeling vindicated for the effort, sacrifice, or hard work
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN amod JJ ) ( NN conj NNP ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Letting out an uncontrollable cry, sob, or whimper
"
( VB nsubj NNP ) ( VB compound:prt RP ),1.0,0.000375939849624,"Chest thrust out
"
( VBN nsubj NN ) ( NN acl VBG ) ( VBG nmod PRP ) ( PRP case IN ) ( VBN aux VBN ) ( VBN dobj NN ) ( NN acl VBG ) ( VBG mark IN ) ( VBG dobj WP ) ( VBG nsubj PRP ) ( VBG aux MD ) ( VBG aux VB ),1.0,0.000375939849624,"Hands fluttering like they've lost track of what they should be doing
"
( RB nmod NN ) ( NN case TO ) ( NN appos NN ) ( NN appos NN ),1.0,0.000375939849624,"Hypersensitivity to noise, crowds, activity
"
( NN acl VBN ) ( VBN mark IN ) ( VBN auxpass VBG ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"The sensation of being flooded with warmth
"
( NN dep NNP ),1.0,0.000375939849624,"Door watching
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN acl VB ) ( VB mark TO ),1.0,0.000375939849624,"Cracking one's knuckles to intimidate
"
( VBG nmod NN ) ( NN case IN ) ( NN cc RB ) ( RB mwe IN ) ( NN conj PRP ) ( PRP case IN ),1.0,0.000375939849624,"Looking past someone rather than at them
"
( VBG nmod NN ) ( NN case IN ) ( NN acl:relcl VBN ) ( VBN dobj NN ) ( NN nmod NNP ) ( NNP case IN ),1.0,0.000375939849624,"Acting in ways that push the limits of endurance
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG cc RB ) ( RB mwe IN ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN compound NN ),1.0,0.000375939849624,"Turning the body at an angle instead of facing the subject head-on
"
( NN amod JJ ) ( NN dep NN ) ( NN amod JJ ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ) ( NN advmod RB ) ( NN compound NN ) ( NN compound NN ),1.0,0.000375939849624,"Sending someone a long, pained look and then breaking eye contact
"
( NN nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN acl VBN ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Tightness in the face, skin stretched into a snarl
"
( NNP nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN amod JJ ),1.0,0.000375939849624,"Lines in the face, a slack expression
"
( VB nsubj NN ) ( NN acl VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VB dobj NN ) ( NN compound NN ),1.0,0.000375939849624,"Arms crossing one's chest, closed body posture
"
( VBG dobj JJR ) ( JJR dep NN ),1.0,0.000375939849624,"pulling a jacket tighter
"
( VBG xcomp VBN ) ( VBN mark TO ) ( VBN auxpass VB ) ( VBN nmod NN ) ( NN case IN ) ( NN amod JJ ) ( JJ amod JJ ),1.0,0.000375939849624,"Wanting to be surrounded by supportive loved ones
"
( VBN nsubj NN ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ) ( NN acl:relcl VB ) ( VB aux MD ),1.0,0.000375939849624,"A softened voice or tone that may contain wonder
"
( VBG nmod NN ) ( NN case TO ) ( VBG advcl VBN ) ( VBN mark IN ) ( VBN aux VBG ) ( VBN dobj NN ) ( NN nmod:poss PRP$ ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Apologizing to others for having their time wasted by the target
"
( NN amod JJ ) ( NN dep NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"An overall visage that glows or radiates
"
( VBG dobj NN ) ( VBG dep VBG ) ( VBG xcomp JJ ) ( JJ nsubj PRP ) ( JJ xcomp VB ) ( VB mark TO ),1.0,0.000375939849624,"Constricting lungs, making it hard to breathe
"
( NNP nmod NN ) ( NN case IN ) ( NNP nmod NN ) ( NN case IN ) ( NN amod VBG ),1.0,0.000375939849624,"Pain in jaw from clenching teeth
"
( VBN nsubj JJ ),1.0,0.000375939849624,"A downward gaze
"
( VB dobj NN ) ( VB xcomp VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Closing the eyes to savor the experience
"
( VBG cc RB ) ( RB mwe IN ) ( VBG conj VBG ),1.0,0.000375939849624,"Leading rather than following
"
( NN amod VBN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Increased awareness of one's environment
"
( VBG xcomp JJ ) ( JJ conj JJ ) ( JJ cc CC ) ( JJ conj JJ ) ( JJ dep IN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Acting hyper, immature, or foolish out of a sense of fun
"
( VBG dobj NN ) ( VBG advcl VB ) ( VB mark TO ) ( VB cc CC ) ( VB conj VB ),1.0,0.000375939849624,"Relishing opportunities to talk or engage
"
( VBG compound:prt RP ) ( VBG dep VBG ) ( VBG advmod RBR ),1.0,0.000375939849624,"Leaning in, scooting closer
"
( VBG nmod NN ) ( NN advmod RBR ) ( RBR nmod:npmod NN ) ( NN case TO ),1.0,0.000375939849624,"Scuffing a chair closer to the table
"
( VBG dobj CD ) ( VBG aux VBZ ) ( VBG nsubj NN ) ( NN appos NN ) ( NN compound NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Hugging one's shoulders, chin resting on the chest
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Switching shifts or altering a schedule to avoid an enemy
"
( VBN nsubj NNP ) ( VBN advmod RB ) ( VBN nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Rapid blinking followed by open staring
"
( VBZ nsubj NN ) ( NN appos NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Stiff posture, an air of readiness
"
( NN dep NN ) ( NN acl IN ),1.0,0.000375939849624,"A chest that caves in
"
