nonoverlapping dependency,frequency,norm,rank,samples
( VB mark IN ) ( VB mark IN ) ( VB mark TO ) ( VB dobj CD ) ( CD case POS ) ( VB advmod NN ),1.0,0.000917431192661,20,"Lifting the shoulders as if to hide one's neck
"
( VB mark TO ) ( VB dobj NN ) ( NN nmod:poss NN ) ( NN case POS ),1.0,0.000917431192661,20,"Looking down, unable to meet someone's eyes
"
( VB xcomp VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Teeth biting down on the bottom lip
"
( VB xcomp VBG ) ( VBG nmod NN ) ( NN case TO ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000917431192661,20,"Hands dropping to one's sides
"
( VBZ nsubj JJ ) ( JJ appos NN ) ( NN acl VBN ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Arms straight, hands locked into fists
"
( VBN nsubj NN ) ( NN acl VBG ) ( VBG nmod PRP ) ( PRP case IN ) ( VBN aux VBN ) ( VBN dobj NN ) ( NN acl VBG ) ( VBG mark IN ) ( VBG dobj WP ) ( VBG nsubj PRP ) ( VBG aux MD ) ( VBG aux VB ),1.0,0.000917431192661,20,"Hands fluttering like they've lost track of what they should be doing
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000917431192661,20,"Forming a steeple with hands and pressing them to lips
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG cc RB ) ( RB mwe IN ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN compound NN ),1.0,0.000917431192661,20,"Turning the body at an angle instead of facing the subject head-on
"
( NN amod JJ ) ( NN compound NN ) ( NN appos NN ) ( NN advmod RB ) ( NN amod JJ ),1.0,0.000917431192661,20,"Strong eye contact, very little blinking
"
( VB nsubj NN ) ( NN acl VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VB dobj NN ) ( NN compound NN ),1.0,0.000917431192661,20,"Arms crossing one's chest, closed body posture
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),1.0,0.000917431192661,20,"Hand splaying across one's upper chest
"
( VB nsubj NNP ) ( VB compound:prt RP ),1.0,0.000917431192661,20,"Chest thrust out
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advmod RB ) ( RB advmod RB ) ( RB nmod NN ) ( NN case TO ) ( NN nmod:poss NN ) ( NN case POS ),1.0,0.000917431192661,20,"Bringing one's legs up close to the body's core
"
( NN compound NN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000917431192661,20,"Gaping, stuttering, mouth opening and closing
"
( NN amod VBN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"An excited flutter in the belly
"
( NNP compound NNP ) ( NNP appos NNP ),1.0,0.000917431192661,20,"Nodding, eyes glowing
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG advmod JJ ) ( JJ nmod NN ) ( NN case TO ) ( VBG advcl VBG ) ( VBG advmod RB ) ( VBG dobj PRP ),1.0,0.000917431192661,20,"Splaying hands out wide to stretch, then relaxing them
"
( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Tucking in the upper lip
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( VBG advmod RB ),1.0,0.000917431192661,20,"Running hands through one's hair or flipping the hair back
"
( NN amod JJ ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000917431192661,20,"An exaggerated eye roll or upward glance
"
( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss PRP$ ),1.0,0.000917431192661,20,"Using a friend's shoulder as a shelf for your elbow
"
( RB nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000917431192661,20,"Pulling books or packages tightly against one's chest
"
( VB xcomp VBG ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Lips pressing together in a slight grimace
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ),1.0,0.000917431192661,20,"Drawing the mouth into a straight line and biting the lip
"
( NN acl:relcl JJ ) ( JJ cop VBN ) ( JJ advmod RB ),1.0,0.000917431192661,20,"Lips that are slightly parted
"
( JJ dep NN ) ( JJ advmod RB ) ( JJ nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj RB ) ( RB amod VBG ),1.0,0.000917431192661,20,"Hands almost curling into fists and then straightening
"
( VBN nsubj NN ) ( VBN cop VBN ) ( VBN cc CC ) ( VBN conj RB ),1.0,0.000917431192661,20,"Shoulders are lowered and loose
"
( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ) ( NN acl VB ) ( VB mark TO ) ( VB dobj PRP ) ( VB advcl VBG ) ( VBG mark IN ),1.0,0.000917431192661,20,"Wrenching an enemy's arm to stop them from leaving
"
( NN compound NN ) ( NN dep IN ) ( IN xcomp VB ) ( VB mark TO ) ( VB cc CC ) ( VB conj VB ) ( VB dobj NN ),1.0,0.000917431192661,20,"The tongue darting out to touch or lick the lips
"
( NN compound NN ) ( NN compound NN ),1.0,0.000917431192661,20,"A wide stance, chest thrust out
"
( VBZ dobj NN ),1.0,0.000917431192661,20,"Blowing out a breath that rattles the lips
"
( VB xcomp VBG ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000917431192661,20,"Hands falling to the sides
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Rubbing one's upper arms for comfort
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000917431192661,20,"Weaving hands into the hair and pulling
"
( VBG advmod RB ) ( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Repeatedly running the hands through the hair
"
( NNP dep NN ) ( NN nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN nmod:poss NN ) ( NN amod JJ ) ( NN case POS ) ( NN amod JJ ),1.0,0.000917431192661,20,"Holding hands behind the back, gripping one's own wrist
"
( VBG dobj NN ) ( VBG advcl VBZ ) ( VBZ mark IN ) ( VBZ nsubj NN ) ( NN advmod RB ),1.0,0.000917431192661,20,"Compressing the lips while someone else speaks
"
( NN dep NN ) ( NN acl IN ),1.0,0.000917431192661,20,"A chest that caves in
"
( NN advmod RB ) ( NN dep NN ),1.0,0.000917431192661,20,"Slightly parting the legs
"
( VB advmod RB ) ( VB cc CC ) ( VB conj RB ),1.0,0.000917431192661,20,"Shoulders straight and back
"
( VB nsubj NN ) ( NN acl VBG ) ( VBG compound:prt RP ) ( VBG advcl VBG ),1.0,0.000917431192661,20,"Eyes going up, looking heavenward
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN compound NN ),1.0,0.000917431192661,20,"Skimming fingertips along the jaw line
"
( NN compound NN ) ( NN dep VBZ ) ( VBZ cc CC ) ( VBZ conj VBZ ),1.0,0.000917431192661,20,"Body posture that loosens or collapses
"
( VB nsubj NN ) ( VB dep RB ) ( RB dep IN ) ( VB mark RB ) ( RB mwe IN ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000917431192661,20,"Holding the arms out wide as if to hug the world
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case TO ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Tilting the head to the ceiling and letting out a heavy sigh
"
( NN advmod RB ) ( NN compound NN ) ( NN compound NN ),1.0,0.000917431192661,20,"Sending someone a long, pained look and then breaking eye contact
"
( VBN nsubj NN ) ( NN amod JJ ),1.0,0.000917431192661,20,"A slight head shake
"
( NN dep VBG ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000917431192661,20,"A hand flying to the chest
"
( NNP compound NNP ) ( NNP appos NN ) ( NNP dep NN ),1.0,0.000917431192661,20,"Facial tics, muscles that jump
"
( NN amod JJ ) ( NN cc CC ) ( NN acl VBN ) ( VBN advmod NN ),1.0,0.000917431192661,20,"A high chin and exposed neck
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Closing the eyes and taking a calming breath
"
( NN compound NN ) ( NN dep VBZ ) ( VBZ dobj NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod:poss PRP$ ),1.0,0.000917431192661,20,"A hand flap that dismisses the person or their idea
"
( VBN nsubjpass NN ) ( NN acl VBG ) ( VBG nmod NN ) ( NN case IN ) ( VBN auxpass VBN ),1.0,0.000917431192661,20,"Eyes brightening as memories are recalled
"
( NNP appos NN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Feverish, over-bright eyes
"
( NN cc CC ) ( NN conj NN ) ( NN compound NN ),1.0,0.000917431192661,20,"Flexing the fingers or arm muscles
"
( NN case IN ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000917431192661,20,"Biting the inside of the cheek or bottom lip
"
( VB advcl VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VB nsubj NN ),1.0,0.000917431192661,20,"Rubbing at the middle of one's forehead, eyes closed
"
( VBG dobj NN ) ( NN compound NN ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000917431192661,20,"Drawing the limbs close to the body
"
( VBN xcomp VBG ) ( VBN nsubj NN ) ( NN amod JJ ) ( JJ amod JJ ),1.0,0.000917431192661,20,"Face turning ashen, white, pallid
"
( VB dep VBN ) ( VBN nmod NN ) ( NN case TO ),1.0,0.000917431192661,20,"Head cocked to the side
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN cc CC ) ( NN conj NN ),1.0,0.000917431192661,20,"Staring down at one's hands or feet
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG nmod NN ) ( NN case TO ) ( VBG advcl VBG ) ( VBG dobj NN ),1.0,0.000917431192661,20,"Tilting the head from side to side, weighing choices
"
( NN compound NN ) ( NN nmod NN ) ( NN case CC ) ( NN acl VBG ),1.0,0.000917431192661,20,"The mouth opening, but no words forming
"
( VB xcomp VBG ) ( VBG advmod RB ) ( VBG advcl VBG ) ( VBG dobj NN ) ( VBG nmod IN ),1.0,0.000917431192661,20,"Shoulders curling forward, caving the chest in
"
( VBN nsubj NNP ) ( NNP acl VBG ) ( VBG advmod RB ) ( VBN xcomp VBG ) ( VBG compound:prt RP ),1.0,0.000917431192661,20,"Head tilting back, gaze looking up
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ) ( VBG advcl RB ) ( RB case IN ) ( RB advcl JJ ) ( JJ case IN ),1.0,0.000917431192661,20,"Holding onto someone's hand for longer than necessary
"
( NN acl VBG ) ( NN nmod NN ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( VB cc CC ) ( VB conj VB ),1.0,0.000917431192661,20,"A deliberate lowering of the head to study or stare
"
( NN case IN ) ( NN appos NN ) ( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),1.0,0.000917431192661,20,"Covering the mouth with a hand, eyes wide and shining
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( VBG dep VBG ) ( VBG dobj NN ),1.0,0.000917431192661,20,"Putting a hand over the face, closing the eyes
"
( NN nmod NN ) ( NN case IN ) ( NN nummod CD ),1.0,0.000917431192661,20,"Cupping an elbow with one hand while tapping the lips with the other
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN advmod RB ) ( NN case IN ),1.0,0.000917431192661,20,"Keeping one's hands out of the pockets
"
( VBZ nsubj NNP ) ( VBZ dobj NN ) ( VBZ compound:prt RP ),1.0,0.000917431192661,20,"Body posture that perks up
"
( VB xcomp VBG ) ( VBG advmod RB ) ( VBG parataxis VBG ) ( VBG advmod RB ),1.0,0.000917431192661,20,"Hands clenching briefly, then releasing
"
( VBN nsubj NN ) ( VBN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( NN case IN ),1.0,0.000917431192661,20,"Hands hidden behind the back or in pockets
"
( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ) ( NN cc CC ) ( NN conj NN ),1.0,0.000917431192661,20,"Laying a hand on someone's back or shoulder
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Raising one's eyebrows and giving a glassy stare
"
( VBG dobj NN ) ( VBG advmod RB ) ( RB nmod NN ) ( NN case TO ) ( VBG advcl VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Pulling the knees up to the chest, circling one's knees with the arms
"
( NN amod JJ ) ( NN nmod NN ) ( NN case VBG ),1.0,0.000917431192661,20,"A curling lip, showing the teeth
"
( NN case IN ) ( NN appos NN ) ( NN acl VBN ) ( VBN compound:prt RP ),1.0,0.000917431192661,20,"Holding elbows wide from the body, chest thrust out
"
( NN case TO ) ( NN compound NN ) ( NN compound NN ),1.0,0.000917431192661,20,"Holding a hand close to the face while speaking
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG dep VBG ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Flinging out the arms and legs, taking a wide stance
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN dep VBG ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case TO ) ( NN cc CC ) ( NN conj NN ),1.0,0.000917431192661,20,"Laying a hand on one's heart then gesturing to a person or group
"
( NN compound NN ) ( NN appos NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Clasping the hands tightly, a whitening of the knuckles
"
( NN dep NN ) ( NN nmod NN ) ( NN case IN ) ( NN appos NN ),1.0,0.000917431192661,20,"A mouth that curls with dislike, sneering
"
( VB dobj NN ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ) ( VB advcl VBG ) ( VBG advmod RB ) ( VBG dobj JJR ) ( JJR nmod PRP ) ( PRP case IN ),1.0,0.000917431192661,20,"Opening the mouth to say something, then thinking better of it
"
( NN case IN ) ( NN appos NN ),1.0,0.000917431192661,20,"Falling against someone, shoulder to shoulder
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG dobj PRP ) ( VBG nmod:tmod NN ),1.0,0.000917431192661,20,"Lifting hands up and then letting them fall
"
( VBZ nsubj NN ) ( NN compound NNP ) ( NN amod JJ ) ( NN nmod CD ) ( CD case IN ) ( VBZ xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( NN amod JJ ) ( VB advcl VB ) ( VB mark TO ),1.0,0.000917431192661,20,"Rapid lip movement as one tries to find the right thing to say
"
( NNP dep NN ) ( NN nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),1.0,0.000917431192661,20,"Covering the mouth with a hand, eyes wide and shining
"
( VBG dep VBG ) ( VBG dep VBG ) ( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss PRP$ ),1.0,0.000917431192661,20,"Hugging, holding, pulling someone against your shoulder
"
( NN appos NN ) ( NN acl VBG ) ( VBG xcomp VB ) ( VB mark TO ),1.0,0.000917431192661,20,"Lowering the head, the neck appearing to shrink
"
( VB nsubj NN ) ( NN acl VBG ) ( VB nmod NN ) ( NN case IN ) ( NN amod NN ) ( NN cc CC ) ( NN conj JJ ) ( NN nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Eyes squinting, lit with an inner glow or twinkle of mischief
"
( NN case TO ) ( NN cc CC ) ( NN conj NN ),1.0,0.000917431192661,20,"A hand fluttering to the lips or neck
"
( NN amod JJ ) ( JJ dep JJ ) ( NN nmod NN ) ( NN case IN ) ( NN amod JJ ) ( JJ advmod RB ),1.0,0.000917431192661,20,"Eyes wide, rounded, with very few blinks
"
( NN conj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000917431192661,20,"Tense arms, shoulders, or face
"
( VBG dep JJ ) ( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"A deliberate crossing of the legs or clasping of the hands
"
( VB dobj NN ) ( NN acl VB ) ( VB mark TO ) ( VB compound:prt RP ) ( VB dobj NN ) ( VB advcl VBG ) ( VBG mark IN ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000917431192661,20,"Raising a hand to ward off others from approaching or speaking
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( VB xcomp JJ ),1.0,0.000917431192661,20,"Lifting the chin in an attempt to look confident
"
( VB advmod RB ) ( VB dep VB ),1.0,0.000917431192661,20,"Head up, alert
"
( VBG dobj NN ) ( NN acl VB ) ( VB mark TO ) ( VB compound:prt RP ) ( VB nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Lowering the chin to look down on someone
"
( NN nsubj NN ) ( NN acl VBG ) ( VBG nmod CD ) ( CD case IN ) ( NN cop VBZ ),1.0,0.000917431192661,20,"Arms hanging at one's sides
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG dep VBG ) ( VBG dobj NN ) ( VBG compound:prt RP ),1.0,0.000917431192661,20,"Holding a hand up, warding others off
"
( VB nsubj NNP ) ( VB nmod NN ) ( NN case TO ) ( VB xcomp VBG ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Chin dipping to the chest, adopting a slumped posture
"
( VBG nmod NN ) ( NN case IN ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000917431192661,20,"Bouncing from foot to foot
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN case IN ),1.0,0.000917431192661,20,"Pulling arms and legs in toward the core
"
( VB nsubj NN ) ( NN cc CC ) ( NN conj NN ) ( VB advmod RB ),1.0,0.000917431192661,20,"Body and feet pointed forward
"
( VBN dobj NN ) ( NN compound NN ),1.0,0.000917431192661,20,"Rigid and defined forearm muscles
"
( NN appos NN ) ( NN amod VBG ),1.0,0.000917431192661,20,"Clenched jaw, grinding teeth
"
( NNP nmod NN ) ( NN advmod RB ) ( NN advmod NN ) ( NN case IN ) ( NN nummod CD ),1.0,0.000917431192661,20,"Leaning in, hand on one knee
"
( VB ccomp VBG ) ( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Feet shuffling, kicking at the ground
"
( VB xcomp VBG ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ),1.0,0.000917431192661,20,"Eyebrows lowering and pinching together
"
( VB dobj NN ) ( NN amod JJ ) ( VB advcl VBG ) ( VBG mark RB ) ( RB mwe IN ) ( VBG nsubj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ) ( VBG aux VBZ ) ( VBG dobj NN ),1.0,0.000917431192661,20,"Violently rolling shoulders as if one's own clothing is creating discomfort
"
( NN acl VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Arms crossing in front of the chest
"
( NN compound NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000917431192661,20,"Closing eyes and squealing
"
( NNP compound NNP ) ( NNP appos NN ),1.0,0.000917431192661,20,"Eyes squinting, tightening
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN amod VBG ) ( NN advmod RB ),1.0,0.000917431192661,20,"Running the hands through the hair, flipping hair back
"
( VBG mark IN ) ( VBG dobj NN ) ( VBG nmod JJ ) ( JJ case IN ),1.0,0.000917431192661,20,"Cupping an elbow with one hand while tapping the lips with the other
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advcl VBG ) ( VBG mark IN ),1.0,0.000917431192661,20,"Crossing one's arms while observing
"
( NN amod VBG ) ( NN ccomp VBZ ) ( VBZ advmod RB ) ( VBZ advmod RB ),1.0,0.000917431192661,20,"A swinging foot that suddenly goes still
"
( NN amod JJ ) ( NN compound NN ) ( NN appos NNP ),1.0,0.000917431192661,20,"Flighty hand movements, fidgeting
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN cc CC ) ( NN conj NN ),1.0,0.000917431192661,20,"Scratching at one's cheek or temple
"
( VBN nsubj NN ) ( NN acl VBG ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ) ( VBN advmod RB ),1.0,0.000917431192661,20,"The head pulling back as the shoulders push forward
"
( VB advmod RB ) ( RB advmod JJ ),1.0,0.000917431192661,20,"Legs wide apart
"
( VB advmod RB ) ( VB nsubj NN ),1.0,0.000917431192661,20,"Deliberately raised eyebrows
"
( JJ advmod RB ) ( JJ cc CC ) ( JJ conj VBG ),1.0,0.000917431192661,20,"Eyes wide and glowing
"
( VB nsubj NN ) ( VB advmod RB ),1.0,0.000917431192661,20,"Hands clutched together
"
( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ) ( VBG nmod NN ) ( NN case TO ) ( NN acl JJ ) ( JJ case IN ),1.0,0.000917431192661,20,"Squeezing someone's arm to the point of bruising
"
( NN dep VBG ) ( VBG conj VBG ) ( VBG compound:prt RP ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000917431192661,20,"Eyes shining, glossing over, and softening
"
( VB xcomp VBG ) ( VBG compound:prt RP ) ( VBG advmod RB ),1.0,0.000917431192661,20,"Head flinching back slightly
"
( VB nsubj NN ) ( VB xcomp JJ ),1.0,0.000917431192661,20,"Lips pressed flat
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Holding hands out and weighing them in the air
"
( VB xcomp VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Lips pressing into a white slash
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ),1.0,0.000917431192661,20,"Shaking head and closing the eyes
"
( NN acl:relcl NN ) ( NN cop VBZ ) ( NN advmod RB ) ( NN case IN ),1.0,0.000917431192661,20,"A body that's constantly in motion
"
( VB ccomp VB ) ( VB dep VB ) ( VB advmod RB ),1.0,0.000917431192661,20,"Knees that bend, then straighten
"
( NN amod JJ ) ( NN appos NN ) ( NN amod JJ ) ( NN amod JJ ),1.0,0.000917431192661,20,"A slack expression, wet, dull eyes
"
( VBN mark IN ) ( VBN advmod RB ) ( VBN compound:prt RP ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Breath that temporarily bottles up in the chest
"
( VBZ dep VB ) ( VB nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Eyes that fill with tears
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VBN ) ( VBN nmod NN ) ( NN nmod NN ) ( NN case IN ) ( NN dep PRP ),1.0,0.000917431192661,20,"Looking up with hands raised in the why me? position
"
( RB nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Crossing the arms tightly over the chest
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ),1.0,0.000917431192661,20,"Blowing cheeks out, then swallowing the air or releasing it
"
( NN case IN ) ( NN advmod RB ) ( NN dep NN ),1.0,0.000917431192661,20,"Weakness in limbs, especially the knees
"
( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN cc CC ) ( NN conj NN ),1.0,0.000917431192661,20,"Staring down at one's hands or feet
"
( JJ dep NN ) ( NN nmod:poss NNP ) ( NNP nummod CD ) ( NNP case POS ) ( NN cc CC ) ( NN conj RB ),1.0,0.000917431192661,20,"Covering one's face and then peeking
"
( VBG dobj NN ) ( VBG advcl VBG ) ( VBG mark IN ) ( VBG dobj NN ),1.0,0.000917431192661,20,"Cocking the head while raising the eyebrows
"
( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Chewing at one's lips or inner cheek and making them bleed
"
( VBG advmod RB ) ( VBG compound:prt RP ) ( VBG dobj NN ) ( VBG cc CC ) ( VBG conj NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Always looking over the shoulder or around the next corner
"
( NN acl:relcl VBN ) ( VBN xcomp JJ ),1.0,0.000917431192661,20,"Eyes that appear wet
"
( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( NN dep VBG ) ( VBG advmod RB ) ( VBG xcomp JJ ),1.0,0.000917431192661,20,"Opening the mouth to criticize, then stopping short
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG cc RB ) ( RB dep IN ) ( VBG conj VBG ) ( VBG xcomp VB ) ( VB mark TO ),1.0,0.000917431192661,20,"Limbering up shoulders and neck as if readying to fight
"
( NN dep NN ) ( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),1.0,0.000917431192661,20,"Eyes that look dark or serious
"
( VBG dep VBG ) ( VBG dobj NN ),1.0,0.000917431192661,20,"Muttering, shaking the head
"
( VBG dobj NN ) ( NN acl VB ) ( VB mark TO ) ( VB conj VB ) ( VB cc CC ) ( VB conj VB ),1.0,0.000917431192661,20,"Using the body to nudge, push, or block
"
( NN dep NN ) ( NN amod JJ ),1.0,0.000917431192661,20,"A pouty bottom lip
"
( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN compound VBG ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000917431192661,20,"Pain in the jaw from clenching or grinding teeth
"
( VBG dobj NN ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000917431192661,20,"Tapping the leg to settle nerves
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG dep VBG ) ( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG compound:prt RP ),1.0,0.000917431192661,20,"Holding a hand up, warding someone or something off
"
( VBZ mark IN ) ( VBZ nsubj NN ) ( NN amod JJ ) ( VBZ dobj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Holding one's elbow while the opposite hand makes a fist against the mouth
"
( JJ appos NN ) ( NN acl VBN ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Arms straight, hands locked into fists
"
